SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Customer_Lifetime_Value,Avg_Monthly_Spend,Services_Count,Price_Per_Service,Partner_encoded,Dependents_encoded,PhoneService_encoded,PaperlessBilling_encoded,OnlineSecurity_encoded,OnlineBackup_encoded,DeviceProtection_encoded,TechSupport_encoded,StreamingTV_encoded,StreamingMovies_encoded,MultipleLines_encoded,Contract_encoded,gender_Female,gender_Male,InternetService_DSL,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_binary
-0.43991649313097614,0.6771328748826912,1.2941512532104444,1.2161496993050833,1.2371974834110915,1.3648961127339272,1.0619953374715,-0.33706454393767477,0,0,1,1,0,1,1,0,1,1,1,0,False,True,False,True,False,True,False,False,False,1
-0.43991649313097614,-0.30015585439803716,1.3539759452164248,0.17925954483241316,0.15805157764399771,1.4493899123845508,1.6032525313214008,-0.5610637017020423,0,0,1,1,1,0,1,1,1,1,0,0,False,True,False,True,False,False,False,True,False,0
-0.43991649313097614,1.4915401492832983,1.611554480242174,2.4774254861848592,2.444027749049105,1.7593635504615937,2.1445097251713015,-0.6607465370323915,1,1,1,0,1,1,1,1,1,1,1,2,True,False,False,True,False,False,True,False,False,0
-0.43991649313097614,0.7992939660427822,-1.4660935640654862,-0.5544717671146129,-0.5324551957613564,-1.2980050528914275,-1.103033437928102,-0.3434510035571448,0,0,1,0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,False,True,0
-0.43991649313097614,1.5729808767233588,1.393859073220412,2.251142767227713,2.338687600174099,1.423934479174834,1.0619953374715,-0.2944881464745428,0,1,1,0,1,0,1,0,1,1,1,2,False,True,False,True,False,True,False,False,False,0
-0.43991649313097614,-0.9109613101984924,-0.31779183695069496,-0.7726808386611219,-0.7628743518417515,-0.3583989519305749,-0.02051905022830094,-0.5031124940438901,1,1,1,0,0,0,1,1,0,0,0,0,True,False,True,False,False,False,True,False,False,1
-0.43991649313097614,-0.46303730927815856,0.8404806721650927,-0.18390017462474187,-0.17156969306549041,0.8400432438030596,0.5207381436215996,-0.21128676976533878,0,0,1,1,0,1,1,0,0,1,0,0,True,False,False,True,False,False,False,True,False,0
2.273158691738958,-1.2774445836787656,-0.8346107040023594,-0.988286930987808,-0.9891205278053206,-1.2808664594504295,-0.02051905022830094,-0.8709252610170595,0,0,0,1,0,0,1,0,0,1,0,0,False,True,True,False,False,False,False,True,False,1
-0.43991649313097614,-0.8295205827584317,-1.4943441130683104,-0.9165505884211634,-0.9017087379507515,-1.4204232384309377,-1.103033437928102,-0.4037675666299152,1,0,1,0,0,0,0,0,0,0,0,1,False,True,False,False,True,True,False,False,False,0
-0.43991649313097614,-1.2774445836787656,-1.4827115340671475,-0.9968899979007819,-0.997731439157501,-1.5997275993473095,-1.103033437928102,-0.3789313347764216,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,True,1
-0.43991649313097614,1.0436161483629645,-0.1615829189350795,0.5406104143232504,0.5275259124321666,0.013659881520749265,-0.02051905022830094,-0.3919407895568231,1,0,1,1,0,1,0,1,0,0,1,2,True,False,True,False,False,False,True,False,False,0
-0.43991649313097614,0.6771328748826912,-0.17155370093607614,0.3046657894484568,0.2829760300302449,0.013578953704278604,0.5207381436215996,-0.7514748125788276,1,1,1,0,1,1,0,1,0,0,0,0,False,True,True,False,False,False,True,False,False,0
-0.43991649313097614,-0.0965540357978854,-0.31446824295036285,-0.33050525848019063,-0.2740395381564365,-0.3144983017199437,-0.02051905022830094,-0.5007471386292718,0,0,1,1,1,1,0,0,0,0,0,0,True,False,True,False,False,True,False,False,False,0
-0.43991649313097614,0.5956921474426305,1.1495749141959914,1.0894640242250588,1.055330619801067,1.30650773246281,0.5207381436215996,-0.046303229595701816,1,1,1,1,0,1,0,0,1,1,1,0,False,True,False,True,False,False,False,True,False,1
-0.43991649313097614,-1.2774445836787656,-1.1486903370337564,-0.9924561095687108,-0.9932935079221465,-1.4353914734004558,-0.5617762440782015,-0.737282680091117,1,1,0,0,0,1,0,0,0,0,0,0,False,True,True,False,False,False,False,True,False,1
-0.43991649313097614,1.6137012404433893,0.8471278601657574,1.8043127072554035,1.862791232776932,0.9242705610327733,2.1445097251713015,-0.8939029993304959,1,0,1,1,1,1,1,1,1,1,1,2,False,True,True,False,False,False,True,False,False,0
-0.43991649313097614,-0.62591876415828,-0.0020504069191315333,-0.5235227853738373,-0.5209298221053611,0.056805986413261574,-0.02051905022830094,-0.2784037296551373,0,1,1,1,0,0,0,0,1,1,0,0,True,False,True,False,False,False,False,False,True,1
2.273158691738958,1.5729808767233588,1.0498670941860242,1.9796829174044883,2.014188717756164,1.144454052709663,1.0619953374715,-0.44137671772234865,1,0,1,1,1,1,1,1,0,0,1,2,True,False,False,True,False,False,True,False,False,0
2.273158691738958,-1.2367242199587352,1.0216165451832002,-0.9256389565446128,-0.9222866081564748,0.050991994118845786,0.5207381436215996,-0.11460286719280952,1,0,1,1,0,0,1,0,1,1,0,0,False,True,False,True,False,False,True,False,False,0
-0.43991649313097614,-0.21871512695797646,0.046141706085686136,-0.1788045119147496,-0.21793613880799986,0.26012051828930827,1.0619953374715,-0.869979118851212,1,1,1,0,1,1,1,1,0,0,0,1,True,False,True,False,False,False,False,False,True,0
-0.43991649313097614,-1.2774445836787656,-1.481049737066981,-0.9968679387548512,-0.9977093598976237,-1.598910006680907,-1.103033437928102,-0.3753833016544939,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,True,True,False,False,False,0
2.273158691738958,-1.2774445836787656,-0.6484894399837535,-0.9858163066435692,-0.9866476506990535,-1.1892960808133768,-1.103033437928102,1.4021812924312727,0,0,1,0,0,0,0,0,0,0,0,0,False,True,True,False,False,True,False,False,False,0
-0.43991649313097614,1.6137012404433893,1.1678546811978192,2.193546337202649,2.169604628033081,1.319515015790795,1.0619953374715,-0.39099464739097556,1,1,1,0,1,1,0,1,1,0,1,2,True,False,False,True,False,True,False,False,False,0
-0.43991649313097614,-1.1145631287986442,0.16412929309748078,-0.8659689668020626,-0.8527369395427105,-0.20191667068825234,-1.103033437928102,3.1371694890539072,0,0,1,1,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,True,False,1
-0.43991649313097614,0.5549717837226001,0.33363258711442517,0.5596695164073775,0.512776966834073,0.5397732439182198,-0.5617762440782015,0.8451400922886272,0,0,1,1,0,0,1,0,0,0,0,0,True,False,False,True,False,False,True,False,False,0
-0.43991649313097614,0.06632741908223598,1.3822264942192488,0.5600886401800608,0.590098534924677,1.3871720089248183,1.0619953374715,-0.29945539284524153,0,0,1,1,0,1,1,0,1,1,1,0,False,True,False,True,False,False,False,True,False,1
-0.43991649313097614,-0.8702409464784621,1.099721004191008,-0.5180962354748845,-0.5313291535076098,1.0833390008960946,0.5207381436215996,-0.07291347801015939,0,0,1,1,0,0,1,0,1,1,1,0,True,False,False,True,False,True,False,False,False,1
-0.43991649313097614,-0.9109613101984924,-0.5055748979694671,-0.7959091193261516,-0.7878239155031971,-0.5149307842435887,-0.5617762440782015,-0.05073827099811141,1,1,1,0,0,1,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,0
-0.43991649313097614,1.5322605130033284,0.14751132309581955,1.1438177597983101,1.1324093160330198,0.3150629099771068,0.5207381436215996,-0.5811692227262991,1,1,1,1,1,1,0,0,1,0,1,2,True,False,True,False,False,False,True,False,False,0
-0.43991649313097614,-0.62591876415828,-1.462769970065154,-0.8212550780005288,-0.8508602024531327,-1.1693104823013216,-1.103033437928102,-0.33635493731328936,1,1,1,0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,False,True,0
-0.43991649313097614,1.247217966963116,0.5014740841312035,1.1390088659854167,1.2147870346355447,0.5549612236433612,1.6032525313214008,-0.8644205336268589,0,0,1,1,1,1,1,1,1,0,1,2,True,False,True,False,False,False,True,False,False,0
-0.43991649313097614,-0.7888002190384014,0.3801629031190768,-0.5727808582370959,-0.5691950841973259,0.3634291916368506,1.0619953374715,-0.7273481873497195,1,0,1,1,1,1,0,1,1,0,1,0,True,False,True,False,False,False,False,True,False,0
-0.43991649313097614,0.6771328748826912,0.6560212051466532,0.7177894744386527,0.8217541295582058,0.6260539719595365,-0.5617762440782015,1.189299305115612,0,0,1,1,0,0,0,0,0,1,1,0,True,False,False,True,False,False,False,True,False,0
-0.43991649313097614,-1.2367242199587352,-0.5155456799704636,-0.9629850906052922,-0.9631332389296379,-0.8717975953605006,-0.5617762440782015,-0.061382370363894344,0,0,1,0,0,1,0,0,0,0,0,0,False,True,True,False,False,False,False,False,True,0
-0.43991649313097614,-1.2367242199587352,0.5280628361338618,-0.9421833159926397,-0.9354016885236417,-0.3578043390822822,-0.5617762440782015,1.0527000299213967,0,0,1,1,0,0,0,0,1,0,0,0,True,False,False,True,False,False,False,True,False,1
-0.43991649313097614,0.7992939660427822,0.4981504901308714,0.8550414804194837,0.8246244333422659,0.673380554848382,1.0619953374715,-0.6769661170183465,0,0,1,1,1,0,0,1,1,1,1,2,False,True,True,False,False,False,True,False,False,0
-0.43991649313097614,1.4915401492832983,-0.020330173920958795,0.8710564203651738,0.9479812582772189,0.05828024874506023,0.5207381436215996,-0.670757059054973,1,1,1,1,1,0,1,1,0,0,1,2,True,False,True,False,False,False,True,False,False,0
2.273158691738958,0.43281069256250915,0.8471278601657574,0.6878110951188281,0.7070523744951881,0.9239951453213638,-0.02051905022830094,0.3259445787798771,0,0,1,1,0,1,0,0,1,0,1,0,True,False,False,True,False,False,False,True,False,0
-0.43991649313097614,-0.7073594915983407,1.141265929195161,-0.37647651859977455,-0.35021298473341644,0.9863180044830268,1.0619953374715,-0.40234835338114416,0,0,1,1,1,1,0,0,1,1,0,0,True,False,False,True,False,False,True,False,False,1
2.273158691738958,-0.30015585439803716,0.1574821050968162,-0.23254059140194083,-0.23937510014894126,0.2753268434309111,0.5207381436215996,-0.5758471730434076,1,0,1,1,1,0,0,1,1,0,1,0,True,False,True,False,False,False,True,False,False,0
2.273158691738958,-0.9924020376385531,0.5280628361338618,-0.7263786913525774,-0.7217186114303048,0.37203338112613127,-0.5617762440782015,1.0527000299213967,1,0,1,1,0,1,0,0,0,0,1,0,True,False,False,True,False,False,True,False,False,1
2.273158691738958,1.125056875803025,0.33529438411459117,0.9602856656548654,0.9765297412986782,0.45994916522156104,1.6032525313214008,-0.92355441899232,1,1,1,1,1,1,1,1,0,1,0,1,True,False,True,False,False,False,True,False,False,0
2.273158691738958,-0.5851984004382496,1.0199547481830342,-0.2325847096938023,-0.24794185298136678,1.0873552455731579,-0.02051905022830094,0.4489430603400366,0,0,1,1,0,0,0,0,1,1,1,0,False,True,False,True,False,False,False,True,False,1
-0.43991649313097614,1.247217966963116,1.1595456961969886,1.778613802246135,1.765620410056559,1.2957768287162803,0.5207381436215996,-0.0409811799128101,1,1,1,1,1,0,0,0,1,1,1,1,True,False,False,True,False,False,True,False,False,0
2.273158691738958,1.369379058123207,1.4520219682262263,2.1161849124236753,2.1541049875991565,1.5248553112541365,1.6032525313214008,-0.5261747093364202,1,1,1,1,0,1,1,1,1,1,1,1,False,True,False,True,False,False,False,True,False,0
-0.43991649313097614,0.06632741908223598,-1.3231790220511994,-0.6112299495943104,-0.632032657808365,-1.0935910192633758,-1.103033437928102,-0.038320155071364485,1,1,1,0,0,0,0,0,0,0,1,2,True,False,False,False,True,False,True,False,False,0
-0.43991649313097614,1.6137012404433893,1.42044782522307,2.459138454208307,2.4112400481311878,1.5892085967081422,1.0619953374715,-0.2831344404843742,0,0,1,1,0,0,1,1,1,1,1,2,True,False,False,True,False,False,True,False,False,0
-0.43991649313097614,0.5956921474426305,1.1877962451998125,1.0709122824973383,1.0791982997285208,1.2778579227776314,0.5207381436215996,-0.025902039144617566,1,0,1,1,0,0,1,0,1,1,1,0,True,False,False,True,False,False,False,True,False,0
-0.43991649313097614,1.125056875803025,0.8354952811645946,1.3989759007787455,1.3752811746842604,0.993046390032763,-0.02051905022830094,0.3176658348287127,0,0,1,1,0,1,0,0,1,0,1,0,False,True,False,True,False,True,False,False,False,0
-0.43991649313097614,1.6137012404433893,-0.7531826509942192,0.3010039712239601,0.33190366991853126,-0.6022533464370172,0.5207381436215996,-1.0619277107474994,1,0,0,0,1,1,1,0,0,0,0,2,False,True,True,False,False,True,False,False,False,0
-0.43991649313097614,-0.5851984004382496,-0.34438058895335305,-0.5835236623053481,-0.5742291554493698,-0.28181125229984116,-0.02051905022830094,-0.5220353373608378,1,1,1,1,0,0,1,1,0,0,0,1,True,False,True,False,False,False,True,False,False,0
-0.43991649313097614,-0.9516816739185228,0.9850570111795457,-0.6275757767289609,-0.6314585970515529,0.8743078091859173,-0.02051905022830094,0.424106828486543,0,0,1,0,0,0,0,0,1,1,1,0,True,False,False,True,False,False,False,True,False,1
-0.43991649313097614,-1.1960038562387048,0.3502505571160864,-0.8980870832771656,-0.9068752847620596,0.06652625478048846,1.0619953374715,-0.7401211065886592,0,0,1,1,0,1,0,1,1,1,0,0,True,False,True,False,False,False,False,True,False,0
-0.43991649313097614,0.5956921474426305,0.46989994112804756,0.6046922332519411,0.6309010071780856,0.5578653809271442,-0.5617762440782015,0.9906094502876623,1,0,1,1,0,1,0,0,0,0,1,1,False,True,False,True,False,False,False,True,False,0
-0.43991649313097614,-0.055833672077855064,0.47987072312904416,0.09594215065214973,0.07755059613105031,0.6228980642672235,1.6032525313214008,-0.8721079387243686,0,0,1,0,0,1,1,1,1,1,0,2,True,False,True,False,False,False,False,False,True,0
-0.43991649313097614,0.7178532386027215,-1.4827115340671475,-0.5950826547730361,-0.5617322943587696,-1.3322786100612536,-1.103033437928102,-0.3789313347764216,1,1,1,0,0,0,0,0,0,0,0,2,True,False,False,False,True,True,False,False,False,0
-0.43991649313097614,-0.9109613101984924,0.5014740841312035,-0.614296170878678,-0.6540236006462409,0.7089311107545522,-0.02051905022830094,0.07994761565955794,0,0,1,1,1,0,1,0,0,0,0,0,False,True,False,True,False,False,False,False,True,0
-0.43991649313097614,-1.2774445836787656,-0.5221928679711283,-0.9841398115528358,-0.9849696269483721,-1.1271590381668053,-0.5617762440782015,-0.0684784366077498,0,0,1,0,0,0,0,1,0,0,0,0,False,True,True,False,False,False,False,False,True,0
-0.43991649313097614,0.7992939660427822,-1.4744025490663168,-0.5246036835244418,-0.5381958033294766,-1.2562306955212899,-1.103033437928102,-0.36119116916678323,1,1,1,1,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,True,False,0
2.273158691738958,1.2879383306831464,1.5567151792366918,2.1261777055302837,2.1473487340766764,1.6425304568861914,1.6032525313214008,-0.4889203615561797,1,1,1,1,1,0,1,1,1,1,1,2,False,True,False,True,False,True,False,False,False,0
-0.43991649313097614,1.2064976032430856,-1.3464441800535252,-0.3772706478532799,-0.3427060363751054,-1.189698388315892,-1.103033437928102,-0.08799261877835193,1,1,1,1,0,0,0,0,0,0,1,2,False,True,False,False,True,True,False,False,False,0
-0.43991649313097614,-1.1960038562387048,-0.00869759491979612,-0.9275139839487225,-0.9211826451626055,-0.4788080537098162,0.5207381436215996,-0.6645480010915996,0,1,1,1,1,0,0,1,0,1,0,0,True,False,True,False,False,True,False,False,False,0
2.273158691738958,0.9621754209229036,1.5201556452330371,1.702862695120103,1.725899821537142,1.593316012497249,1.6032525313214008,-0.501929816336581,0,0,1,0,1,1,1,0,1,1,1,1,True,False,False,True,False,False,False,True,False,0
-0.43991649313097614,0.5549717837226001,-0.3028356639492,0.18049485700453238,0.12378456631429546,-0.058252302583413414,-0.5617762440782015,0.16569174943947698,0,0,1,0,0,0,0,0,0,1,0,1,True,False,True,False,False,False,True,False,False,0
-0.43991649313097614,-0.9924020376385531,-0.33607160395252245,-0.7930193712092296,-0.8135683325202285,-0.17684382891858297,-0.02051905022830094,-0.5161219488242919,1,1,1,0,1,1,0,0,0,0,0,0,True,False,True,False,False,False,False,False,True,0
2.273158691738958,-0.0965540357978854,0.3319707901142591,-0.07431033764101187,-0.016374575387347726,0.2981159710281728,1.0619953374715,-0.7479267794569,0,0,1,1,1,1,0,0,1,1,0,0,False,True,True,False,False,False,False,True,False,0
-0.43991649313097614,0.5142514200025698,-1.2916048790480432,-0.4690366949250022,-0.4919618331462314,-1.0642754978683016,-1.103033437928102,0.02909247424526134,1,1,1,1,0,0,0,0,0,0,1,1,True,False,False,False,True,False,True,False,False,0
-0.43991649313097614,-1.2774445836787656,0.48485611412954227,-0.9707719691188302,-0.9715895954626766,-0.6316978823270383,-0.5617762440782015,1.0065755993363366,0,1,1,1,0,0,0,0,1,0,0,0,True,False,False,True,False,False,False,True,False,1
-0.43991649313097614,-0.8702409464784621,-0.47233895796614456,-0.7563570706724021,-0.7610859317916833,-0.38846406407236683,0.5207381436215996,-0.9120233113460552,1,1,0,0,1,0,0,0,1,1,0,0,True,False,True,False,False,False,False,True,False,0
-0.43991649313097614,-1.0331224013585834,0.34526516611558833,-0.7865560414515337,-0.7743334877181144,0.10209153576898655,-0.5617762440782015,0.8575582082153744,1,0,1,1,0,0,1,0,0,0,0,0,True,False,False,True,False,True,False,False,False,1
-0.43991649313097614,0.3920903288424788,1.2974748472107767,0.9034392465914449,0.9185054463409088,1.3620683829351516,1.6032525313214008,-0.5811692227262991,0,0,1,1,0,1,1,1,1,1,0,0,True,False,False,True,False,True,False,False,False,0
-0.43991649313097614,0.6771328748826912,-1.4827115340671475,-0.5763544398778698,-0.5706302360893559,-1.2925743864333097,-1.103033437928102,-0.3789313347764216,1,0,1,1,0,0,0,0,0,0,0,2,True,False,False,False,True,True,False,False,False,0
-0.43991649313097614,-0.9516816739185228,1.1479131171958254,-0.6004430272341968,-0.611984689839699,1.0754356051208724,0.5207381436215996,-0.047190237876183684,0,0,1,1,0,1,0,0,1,1,1,0,False,True,False,True,False,False,True,False,False,0
-0.43991649313097614,0.10704778280226633,-0.08680205392760396,-0.028361136667358768,-0.04607117992243122,0.0833777480713349,-0.02051905022830094,-0.33872029272790793,1,0,1,1,1,0,0,0,1,0,0,1,True,False,True,False,False,True,False,False,False,0
-0.43991649313097614,0.6364125111626608,-1.4660935640654862,-0.5394494887358046,-0.5689301330787973,-1.2237517717546145,-1.103033437928102,-0.3434510035571448,1,1,1,0,0,0,0,0,0,0,0,2,True,False,False,False,True,True,False,False,False,0
-0.43991649313097614,0.5549717837226001,-1.4893587220678117,-0.5967591498637697,-0.601386645098554,-1.2841194345273916,-1.103033437928102,-0.3931234672641323,1,1,1,1,0,0,0,0,0,0,0,2,True,False,False,False,True,False,False,False,True,0
-0.43991649313097614,-0.13727439951791576,-1.0307027500219619,-0.5605159730996254,-0.5744278687882662,-0.8290102458187826,-0.5617762440782015,-0.6113275042626845,1,0,0,0,0,0,0,0,1,0,0,0,False,True,True,False,False,False,False,False,True,0
-0.43991649313097614,-0.0965540357978854,0.574593152138513,0.12814850371097536,0.08033258287560076,0.782236325366231,-0.02051905022830094,0.13198543478116395,1,1,1,0,0,1,1,0,0,0,0,0,False,True,False,True,False,True,False,False,False,0
2.273158691738958,-1.2774445836787656,0.3303089931140931,-0.9728234696903856,-0.9736429666312735,-0.7077340003024479,-0.5617762440782015,0.8415920591666998,0,0,1,0,0,0,0,1,0,0,0,0,False,True,False,True,False,False,False,True,False,0
-0.43991649313097614,1.369379058123207,0.6394032351449919,1.5152496589794784,1.4415189543164169,0.8599938360860688,1.6032525313214008,-0.8153394087735258,1,1,1,1,1,0,1,1,1,1,1,2,False,True,True,False,False,False,False,False,True,0
-0.43991649313097614,1.3286586944031769,1.5384354122348645,2.1297071688791958,2.1808429713106703,1.5923771501052082,1.6032525313214008,-0.4954250889463803,0,0,1,1,1,1,1,0,1,1,1,0,True,False,False,True,False,False,True,False,False,0
-0.43991649313097614,1.6137012404433893,1.2010906212011416,2.2850256153772723,2.2013987622565163,1.4124069825735392,1.0619953374715,-0.37680251490326494,0,0,1,1,0,1,1,0,1,1,1,2,False,True,False,True,False,True,False,False,False,0
-0.43991649313097614,-0.8295205827584317,0.47156173812821356,-0.5966488541341161,-0.5882715647313869,0.4036888920560652,-0.5617762440782015,0.9923834668486261,0,0,1,1,1,0,0,0,0,0,1,0,True,False,False,True,False,False,False,True,False,1
-0.43991649313097614,1.5729808767233588,0.06940686408801149,1.0892654919116826,1.0892885214924857,0.22772827550613328,0.5207381436215996,-0.6228586119089494,1,1,1,1,1,1,0,1,0,0,1,1,False,True,True,False,False,False,True,False,False,0
-0.43991649313097614,-1.1145631287986442,-1.4527991880641573,-0.9555511584266455,-0.9601525388461909,-1.308664610108106,-1.103033437928102,-0.31506673858172324,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,True,1
-0.43991649313097614,0.7992939660427822,-1.4544609850643233,-0.5173021062213792,-0.5244183451659881,-1.2460185003296238,-1.103033437928102,-0.318614771703651,0,0,1,0,0,0,0,0,0,0,0,2,False,True,False,False,True,True,False,False,False,0
2.273158691738958,-0.30015585439803716,1.1213243651931677,0.10357461514417286,0.08077416807314847,1.2336083401979245,1.0619953374715,-0.41086363287377065,1,0,1,1,0,1,1,0,1,1,0,0,True,False,False,True,False,False,False,True,False,1
-0.43991649313097614,-1.2774445836787656,-1.481049737066981,-0.9968679387548512,-0.9977093598976237,-1.598910006680907,-1.103033437928102,-0.3753833016544939,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,True,0
-0.43991649313097614,-1.2774445836787656,-1.505976692069473,-0.9971988259438118,-0.9980405487957844,-1.6111738966769409,-1.103033437928102,-0.42860379848340907,1,1,1,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,True,False,0
-0.43991649313097614,0.22920887396235737,1.0049985751815391,0.5849492976439624,0.5874931822591457,1.0942821642771705,0.5207381436215996,-0.1234729499976287,0,0,1,0,0,0,1,1,1,0,1,1,False,True,False,True,False,True,False,False,False,0
2.273158691738958,1.369379058123207,-0.6385186579827569,0.3297911566635268,0.320908198499593,-0.4515712353305651,0.5207381436215996,-1.0007241393942472,1,0,0,0,0,1,1,0,1,0,0,1,True,False,True,False,False,True,False,False,False,0
-0.43991649313097614,1.4508197855632678,1.503537675231376,2.352438365341499,2.2964278967687832,1.678546462036937,1.6032525313214008,-0.5078432048731272,1,0,1,1,0,1,1,1,1,1,1,2,False,True,False,True,False,True,False,False,False,1
-0.43991649313097614,-1.1145631287986442,-1.3447823830533592,-0.9615733052657274,-0.9529767793860405,-1.3830655427507115,-1.103033437928102,-0.0844445856564242,0,0,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,True,0
-0.43991649313097614,1.6137012404433893,1.3091074262119398,2.2162010800734806,2.30472969848268,1.3425196094454561,1.0619953374715,-0.33067808431820495,1,1,1,1,1,1,0,0,1,1,1,1,True,False,False,True,False,False,False,True,False,0
-0.43991649313097614,-0.015113308357824713,-1.150352134033923,-0.5965164992585318,-0.5805879822940567,-1.0098964293764454,-0.5617762440782015,-0.7390566966520808,0,0,0,0,1,0,0,0,0,0,0,1,True,False,True,False,False,False,False,False,True,0
-0.43991649313097614,0.43281069256250915,0.9833952141793793,0.7242307450504181,0.7849038448228493,0.9853517586045513,-0.02051905022830094,0.4229241507792336,0,0,1,0,0,0,0,0,1,1,1,1,False,True,False,True,False,False,False,False,True,0
-0.43991649313097614,1.6137012404433893,-1.5076384890696393,-0.4043372199102518,-0.3898231769534461,-1.318486922004473,-1.103033437928102,-0.43215183160533677,1,1,1,0,0,0,0,0,0,0,0,2,False,True,False,False,True,False,True,False,False,0
-0.43991649313097614,0.9214550572028734,1.0631614701873533,1.3055333586162896,1.3431558515626643,1.130272713245995,0.5207381436215996,-0.09242766018076153,1,0,1,1,1,1,0,0,1,0,1,0,False,True,False,True,False,False,False,True,False,1
